Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
-0.3182,Wed Oct 03 00:40:35 +0000 2018,0.113,0.887,0.0,"RT @CNN: During a rally in Mississippi, President Trump directly mocked Christine Blasey Ford’s testimony before the Senate Judiciary Commi…",51,@CNNbrk
0.0,Tue Oct 02 23:40:56 +0000 2018,0.0,1.0,0.0,RT @CNNMoney: Facebook doesn't think hackers accessed third-party sites https://t.co/23AYilaYqu https://t.co/42vOku6z3d,52,@CNNbrk
0.0,Tue Oct 02 23:39:59 +0000 2018,0.0,1.0,0.0,Envelope addressed to Trump contains substance believed to be ricin and appears connected to similar mail sent to P… https://t.co/9o6pfAQQIz,53,@CNNbrk
0.0,Tue Oct 02 21:52:59 +0000 2018,0.0,1.0,0.0,"Secretary of State Mike Pompeo will meet with North Korean dictator Kim Jong Un in Pyongyang on Sunday, the State D… https://t.co/NG95Ozq6ZI",54,@CNNbrk
0.0,Tue Oct 02 20:58:49 +0000 2018,0.0,1.0,0.0,"JCPenney names veteran retail leader Jill Soltau as its new CEO, making her one of only a handful of female CEOs le… https://t.co/X0UAZDZXQd",55,@CNNbrk
-0.5106,Tue Oct 02 18:57:04 +0000 2018,0.171,0.829,0.0,"Federal authorities charge four men with inciting rioting and assaulting counterprotesters at last year's ""Unite th… https://t.co/dnCJoTuV5a",56,@CNNbrk
0.0,Tue Oct 02 18:29:03 +0000 2018,0.0,1.0,0.0,"Indonesian officials raise the toll from Friday's earthquake and tsunami to 1,234 deaths after the bodies of 34 peo… https://t.co/zfwkr1vluL",57,@CNNbrk
0.128,Tue Oct 02 17:05:40 +0000 2018,0.0,0.923,0.077,"The toxic compound ricin has been detected in two envelopes delivered to the Pentagon's mail facility, a defense of… https://t.co/JkiliFMya2",58,@CNNbrk
-0.4588,Tue Oct 02 15:53:19 +0000 2018,0.273,0.606,0.121,"A fight that Brett Kavanaugh was accused of starting led to the arrest of Yale friend Chris Dudley, a police report… https://t.co/i7Duo6NODm",59,@CNNbrk
0.4939,Tue Oct 02 15:11:44 +0000 2018,0.0,0.849,0.151,"The FBI is done interviewing Brett Kavanaugh's high school friend Mark Judge, a lawyer for Judge says. Follow live… https://t.co/6MNjjF8F4M",60,@CNNbrk
0.0,Tue Oct 02 13:43:15 +0000 2018,0.0,1.0,0.0,"RT @CNNMoney: Markets open little changed. S&amp;P 500 and Nasdaq dip 0.1%. Tesla rises 2% after saying it delivered 83,500 vehicles in the thi…",61,@CNNbrk
0.6808,Tue Oct 02 13:27:06 +0000 2018,0.0,0.741,0.259,"Tesla says the company delivered 83,500 vehicles during the third quarter, a strong performance that should calm in… https://t.co/PMNQ9ZaLdh",62,@CNNbrk
0.2263,Tue Oct 02 13:00:48 +0000 2018,0.0,0.905,0.095,A law change will allow heterosexual couples in England and Wales to enter into civil partnerships instead of marri… https://t.co/939V98BJWV,63,@CNNbrk
0.1779,Tue Oct 02 10:23:26 +0000 2018,0.0,0.904,0.096,"Amazon announces a $15 an hour minimum wage for US employees, a move benefiting more than 250,000 workers… https://t.co/nx6eci3lXq",64,@CNNbrk
0.8625,Tue Oct 02 10:10:00 +0000 2018,0.0,0.575,0.425,"The 2018 award celebrates groundbreaking laser inventions. It’s shared between three physicists, including the firs… https://t.co/hA3Xwl5vwJ",65,@CNNbrk
-0.6808,Tue Oct 02 08:27:15 +0000 2018,0.237,0.763,0.0,"More than 1,200 people died in the earthquake and tsunami that struck Indonesia four days ago, officials now say https://t.co/YwtJhG8j1O",66,@CNNbrk
0.0,Mon Oct 01 23:28:35 +0000 2018,0.0,1.0,0.0,Microsoft co-founder Paul Allen says his non-Hodgkin's lymphoma has returned. Allen was treated for the disease in… https://t.co/wlZzr2neuw,67,@CNNbrk
-0.5574,Mon Oct 01 22:16:20 +0000 2018,0.167,0.833,0.0,A North Carolina man died from a bacterial infection after scraping his leg doing yard work related to Hurricane Fl… https://t.co/66MK88JLEO,68,@CNNbrk
-0.6705,Mon Oct 01 21:41:40 +0000 2018,0.191,0.809,0.0,A man and his 2-year-old son were identified as among the three people killed when a car exploded Saturday in Allen… https://t.co/n6ZyfxhFTV,69,@CNNbrk
-0.6808,Mon Oct 01 17:41:02 +0000 2018,0.228,0.772,0.0,Musician Cardi B turns herself in to NYPD and is charged with assault in connection with an incident at a New York… https://t.co/RFfZrSVcVI,70,@CNNbrk
-0.6597,Mon Oct 01 15:52:06 +0000 2018,0.213,0.787,0.0,A Chinese destroyer came as close as 45 feet to a US Navy ship operating near disputed islands in the South China S… https://t.co/SRatUbSsV2,71,@CNNbrk
-0.25,Mon Oct 01 15:14:51 +0000 2018,0.091,0.909,0.0,Watch and follow live: President Trump talks about the deal to revamp NAFTA that's been struck after more than a ye… https://t.co/WxUUZ8Qloc,72,@CNNbrk
-0.5106,Mon Oct 01 13:47:36 +0000 2018,0.202,0.798,0.0,"Officers fatally shot a patient at Orlando Regional Medical Center who claimed he had a gun but didn't, police chie… https://t.co/kianVqRAfO",73,@CNNbrk
-0.6486,Mon Oct 01 13:46:47 +0000 2018,0.177,0.823,0.0,"Veteran French singer and songwriter Charles Aznavour is dead at 94. Known for his hits ""She"" and ""Hier Encore,"" he… https://t.co/JXFvzhgfwy",74,@CNNbrk
0.0,Mon Oct 01 11:28:54 +0000 2018,0.0,1.0,0.0,"General Electric, mired in a deep slump, has ousted CEO John Flannery after barely a year on the job… https://t.co/XoxwEhv9iV",75,@CNNbrk
-0.5574,Mon Oct 01 10:55:42 +0000 2018,0.223,0.777,0.0,German federal prosecutors say they have detained six men who are suspected of having formed a far-right terrorist… https://t.co/VqfsNT7Dof,76,@CNNbrk
0.7906,Mon Oct 01 10:07:59 +0000 2018,0.0,0.708,0.292,American James Allison and Japan's Tasuku Honjo have won the 2018 Nobel Prize in Medicine for a pioneering approach… https://t.co/6DT503ovk1,77,@CNNbrk
0.0,Mon Oct 01 03:33:16 +0000 2018,0.0,1.0,0.0,Outside counsel tells Republican senators 'reasonable prosecutor' would not bring Ford case against Kavanaugh https://t.co/ydVAXRE3LP,78,@CNNbrk
0.4939,Mon Oct 01 02:39:41 +0000 2018,0.0,0.856,0.144,"Canada signed on to an agreement that will preserve NAFTA trade pact, two US officials and a Canadian official say https://t.co/wiRuKF9Eo2",79,@CNNbrk
-0.6808,Mon Oct 01 01:59:38 +0000 2018,0.223,0.777,0.0,"A Las Vegas woman sues soccer star Cristiano Ronaldo, alleging that he raped her in 2009 https://t.co/8hYiB4mVuR https://t.co/mVFBAEzRci",80,@CNNbrk
-0.3182,Mon Oct 01 01:21:02 +0000 2018,0.138,0.794,0.069,"California passes the nation's strictest net neutrality law, which prevents internet providers from blocking or slo… https://t.co/O589lqpTrK",81,@CNNbrk
0.5106,Sun Sep 30 20:53:12 +0000 2018,0.057,0.786,0.157,"The FBI spoke today with Deborah Ramirez, who says Supreme Court nominee Brett Kavanaugh exposed himself to her, a… https://t.co/4lPMO2079c",82,@CNNbrk
0.0,Sun Sep 30 19:18:51 +0000 2018,0.0,1.0,0.0,"The White House is coordinating with GOP senators to narrow the scope of the Kavanaugh investigation, sources say,… https://t.co/IaEQ3r30rP",83,@CNNbrk
-0.1027,Sun Sep 30 16:18:53 +0000 2018,0.065,0.935,0.0,"RT @CNNPolitics: Democratic Sen. Amy Klobuchar, a member of the Senate Judiciary Committee, says she was “really stunned by how (Brett Kava…",84,@CNNbrk
0.0,Sun Sep 30 16:18:23 +0000 2018,0.0,1.0,0.0,RT @CNNPolitics: White House counselor Kellyanne Conway say the FBI investigation into Brett Kavanaugh is “not meant to be a fishing expedi…,85,@CNNbrk
-0.5994,Sun Sep 30 07:50:21 +0000 2018,0.206,0.794,0.0,"The death toll from an earthquake and tsunami now exceeds 830 people,  Indonesian officials say.… https://t.co/3MIg47GArP",86,@CNNbrk
-0.4215,Sat Sep 29 21:56:43 +0000 2018,0.16,0.84,0.0,"Tesla CEO Elon Musk will resign as company chairman and pay $20 million in a settlement with the SEC, after it sued… https://t.co/GRecfKRfnO",87,@CNNbrk
-0.8442,Sat Sep 29 17:04:14 +0000 2018,0.336,0.664,0.0,"Two police officers were killed in a shootout in Brookhaven, Mississippi, responding to a call about shots fired, a… https://t.co/cJca3J3RwL",88,@CNNbrk
-0.8176,Sat Sep 29 16:43:12 +0000 2018,0.395,0.605,0.0,Police arrest a suspect in the shooting death of Louisiana State University basketball player Wayde Sims… https://t.co/Z16IamshpZ,89,@CNNbrk
0.4215,Sat Sep 29 16:34:25 +0000 2018,0.0,0.859,0.141,A rare and powerful hurricane-like storm roars across Greece triggering flooding as it makes its way toward Turkey… https://t.co/cfVZSrm0xt,90,@CNNbrk
0.0,Sat Sep 29 14:09:25 +0000 2018,0.0,1.0,0.0,Typhoon Trami unleashed heavy winds and rain on southern Japan as it slowly marched toward the nation's main island… https://t.co/NnGbeTpr2p,91,@CNNbrk
0.4215,Sat Sep 29 08:31:30 +0000 2018,0.0,0.851,0.149,Rescuers scrambled to find survivors after a powerful earthquake hit the Indonesian island of Sulawesi and triggere… https://t.co/QGVicMQYJu,92,@CNNbrk
-0.8055,Sat Sep 29 05:02:58 +0000 2018,0.277,0.723,0.0,At least 48 people are dead and  more than 350 injured after a series of earthquakes and a tsunami hit the Indonesi… https://t.co/eDNdUcgWA9,93,@CNNbrk
-0.2263,Sat Sep 29 01:56:54 +0000 2018,0.095,0.905,0.0,Federal judge rules that lawsuit by Democratic lawmakers against Trump over foreign payments to his business can pr… https://t.co/kH41Mk5Jul,94,@CNNbrk
0.0,Sat Sep 29 01:21:05 +0000 2018,0.0,1.0,0.0,"Marty Balin, whose tenor voice provided hits for the '60s psychedelic rock band Jefferson Airplane, dies at age 76… https://t.co/7Qfiguy0oP",95,@CNNbrk
0.5574,Fri Sep 28 21:34:32 +0000 2018,0.0,0.841,0.159,RT @CNNPolitics: JUST IN: President Donald Trump has ordered the FBI to conduct a week-long investigation into Supreme Court nominee Brett…,96,@CNNbrk
0.6597,Fri Sep 28 20:16:44 +0000 2018,0.0,0.759,0.241,"Senate GOP agrees to a week for an FBI investigation into US Supreme Court nominee Brett Kavanaugh, delaying a conf… https://t.co/Sx1ddc4nRI",97,@CNNbrk
-0.5574,Fri Sep 28 19:43:36 +0000 2018,0.167,0.833,0.0,"Six Palestinians died after being shot by Israeli soldiers along the fence that separates Gaza and Israel, Palestin… https://t.co/dPEkfs3x4Z",98,@CNNbrk
-0.34,Fri Sep 28 19:29:46 +0000 2018,0.107,0.893,0.0,The House passes the final version of a legislative package that aims to combat the opioid epidemic by a vote of 39… https://t.co/3eSpgLEGNU,99,@CNNbrk
0.4854,Fri Sep 28 18:04:58 +0000 2018,0.095,0.644,0.262,Senate panel approves Brett Kavanaugh's Supreme Court nomination but full vote could be delayed to allow for FBI in… https://t.co/IEHMpibH1Z,100,@CNNbrk
0.0772,Sat Oct 06 18:18:07 +0000 2018,0.0,0.902,0.098,Key Democrats say they want to impeach Kavanaugh. Can they? (via: @FoxBusiness) https://t.co/MwUHMcoMcy,1,@FoxNews
-0.2263,Sat Oct 06 17:59:18 +0000 2018,0.101,0.899,0.0,"Trump, GOP on cusp of major victory as final Kavanaugh vote nears, protesters gather on Capitol Hill https://t.co/UFmZVKQxSw",2,@FoxNews
-0.4927,Sat Oct 06 17:44:10 +0000 2018,0.225,0.775,0.0,'America's Getting Really Tired of This': @RealCandaceO Slams Left's Kavanaugh Obstruction https://t.co/3tnsaa2MVP,3,@FoxNews
0.2732,Sat Oct 06 17:38:35 +0000 2018,0.083,0.777,0.14,TODAY: Don’t miss an interview with @senatemajldr Mitch McConnell during special coverage of the Kavanaugh confirma… https://t.co/C75jmk20GM,4,@FoxNews
0.5574,Sat Oct 06 17:21:00 +0000 2018,0.0,0.723,0.277,.@ChuckGrassley: “We’ve got to get back to bipartisanship and I want to encourage that.” https://t.co/212gSx4oNP,5,@FoxNews
0.5574,Sat Oct 06 17:19:26 +0000 2018,0.0,0.789,0.211,.@ChuckGrassley: “I’m glad to be where we are today. I want to get over this hump and then… I want to get back to a… https://t.co/KK2UtPJ8pS,6,@FoxNews
0.0,Sat Oct 06 17:12:27 +0000 2018,0.0,1.0,0.0,".@ChuckGrassley: “He’s going to look at the law, he’s going to look at the facts of the case… and he’s going to not… https://t.co/ePCm3TYfDF",7,@FoxNews
0.8625,Sat Oct 06 17:03:06 +0000 2018,0.0,0.664,0.336,.@FLOTUS: “I think he’s highly qualified for the Supreme Court. I’m glad that Dr. Ford was heard. I’m glad that Jud… https://t.co/kTZBmiV33F,8,@FoxNews
0.34,Sat Oct 06 16:56:25 +0000 2018,0.0,0.87,0.13,.@ChrisStirewalt: “[@Sen_JoeManchin] has played this right a couple of different ways and he is looking quite good… https://t.co/gQ6trPGwXl,9,@FoxNews
0.0,Sat Oct 06 16:13:58 +0000 2018,0.0,1.0,0.0,.@SenMikeLee: “We believe we have the votes and we look forward to getting him confirmed today.” https://t.co/hN7dIfJc78,10,@FoxNews
-0.6249,Sat Oct 06 16:06:58 +0000 2018,0.313,0.687,0.0,.@SenMarkey: “His confirmation is a constitutional crisis in the making.” https://t.co/WlDT7Q9Txg,11,@FoxNews
0.4215,Sat Oct 06 15:53:58 +0000 2018,0.0,0.797,0.203,Sen. @LindseyGrahamSC: @SenatorCollins Saved the Senate From 'Sliding Into the Abyss' https://t.co/mEKAjRlkAl,12,@FoxNews
0.3612,Sat Oct 06 15:36:06 +0000 2018,0.0,0.894,0.106,".@JenKernsUSA: “That is the power of Donald Trump, whether you like him or not, he might be a little brash at times… https://t.co/bZsBVsCjqx",13,@FoxNews
0.5994,Sat Oct 06 15:25:00 +0000 2018,0.0,0.766,0.234,TODAY: Watch special coverage of the Kavanaugh confirmation vote on Fox News Channel. Join hosts @BillHemmer and… https://t.co/Jgm5VofN9c,14,@FoxNews
0.0,Sat Oct 06 15:09:21 +0000 2018,0.0,1.0,0.0,Banksy’s painting self-destructs moments after it’s sold for $1.4M https://t.co/XclgA6tT3b,15,@FoxNews
0.5574,Sat Oct 06 14:58:10 +0000 2018,0.0,0.806,0.194,U.S. Senators make remarks about the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/YuAxxqX95O,16,@FoxNews
0.0,Sat Oct 06 14:53:45 +0000 2018,0.0,1.0,0.0,".@lisamurkowski to vote ‘present’ on Kavanaugh so @SteveDaines can attend daughter’s wedding
https://t.co/JVfxc6dtmm",17,@FoxNews
0.4404,Sat Oct 06 14:44:41 +0000 2018,0.0,0.868,0.132,"Mark Penn: “I hope as part of the postmortem of this, more Democrats will rethink the strategy of resistance.” https://t.co/gDQR4l3myo",18,@FoxNews
-0.2263,Sat Oct 06 14:35:21 +0000 2018,0.213,0.787,0.0,Protesters Rally Ahead of Final Kavanaugh Vote https://t.co/mpZw1s98mO,19,@FoxNews
0.5574,Sat Oct 06 14:32:50 +0000 2018,0.0,0.806,0.194,U.S. Senators make remarks about the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/ze0raFfE8l,20,@FoxNews
0.7178,Sat Oct 06 14:31:29 +0000 2018,0.0,0.76,0.24,".@AlanDersh: “I think that he now, once he’s confirmed, has an opportunity to go forward and be a very good justice… https://t.co/fyUeIqYndh",21,@FoxNews
-0.5799,Sat Oct 06 14:25:00 +0000 2018,0.273,0.727,0.0,.@SenJoniErnst: “This really was a very shameful process by the Democrats.” https://t.co/5vYXDpB55J,22,@FoxNews
0.7351,Sat Oct 06 14:22:00 +0000 2018,0.0,0.763,0.237,.@SenJoniErnst: “I do believe that we will pick up seats in the United States Senate… and I think we can gain momen… https://t.co/sHNwkRd6CM,23,@FoxNews
0.6369,Sat Oct 06 14:18:21 +0000 2018,0.0,0.679,0.321,.@SenJoniErnst: “In the United States we are presumed innocent until proven guilty.” https://t.co/rovAVJBKBs,24,@FoxNews
0.0,Sat Oct 06 14:14:11 +0000 2018,0.0,1.0,0.0,.@SenJoniErnst: “Any Senator that maybe steps away or has different thoughts about any large issue facing our natio… https://t.co/lk32OX0ZSZ,25,@FoxNews
0.0,Sat Oct 06 14:11:37 +0000 2018,0.0,1.0,0.0,.@GriffJenkins is live with the ‘Fox News Update’ on Facebook Watch: https://t.co/hNrB8xzepH https://t.co/L41YlDZ9Ez,26,@FoxNews
0.5574,Sat Oct 06 14:08:35 +0000 2018,0.0,0.833,0.167,.@SenJoniErnst: “I do believe that we will confirm Judge Kavanaugh to be our next US Supreme Court Justice.” https://t.co/vfXrytkySJ,27,@FoxNews
0.5994,Sat Oct 06 13:55:00 +0000 2018,0.0,0.766,0.234,TODAY: Watch special coverage of the Kavanaugh confirmation vote on Fox News Channel. Join hosts @BillHemmer and… https://t.co/ecZYYmwFmY,28,@FoxNews
0.7783,Sat Oct 06 13:50:44 +0000 2018,0.0,0.657,0.343,.@BillCassidy: “Brett Kavanaugh will be an outstanding jurist and he will be approved today.” https://t.co/Q6GkNh9DUG,29,@FoxNews
-0.3612,Sat Oct 06 13:42:14 +0000 2018,0.172,0.828,0.0,Melania Trump criticized for wearing white pith helmet in Kenya during safari https://t.co/hipLRoez3d,30,@FoxNews
0.5106,Sat Oct 06 13:31:37 +0000 2018,0.0,0.732,0.268,.@RealDeanCain: “It may have energized Republicans more than anybody.” https://t.co/73NfzHL3eb,31,@FoxNews
0.128,Sat Oct 06 13:25:00 +0000 2018,0.101,0.773,0.126,".@JonahNRO: “Mitch McConnell, I think deserves an enormous amount of credit for doing this. He blocked Merrick Garl… https://t.co/YxhaiVr6U5",32,@FoxNews
-0.2263,Sat Oct 06 13:17:51 +0000 2018,0.241,0.759,0.0,Mass Protests Expected Today; @GillianHTurner reports https://t.co/ruOOYT5163,33,@FoxNews
0.6369,Sat Oct 06 13:00:15 +0000 2018,0.0,0.802,0.198,.@GreggJarrett: “I thought that was the best speech on the floor of the Senate that I’ve seen.” https://t.co/5H5DEZBN7n,34,@FoxNews
0.5574,Sat Oct 06 12:54:49 +0000 2018,0.0,0.806,0.194,U.S. Senators make remarks about the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/IUblpxVJT4,35,@FoxNews
-0.34,Sat Oct 06 12:49:01 +0000 2018,0.156,0.844,0.0,"Pet cat disappears from owner's Montana home, reappears over a year later in Nevada https://t.co/AXUF3tL4uY",36,@FoxNews
0.0772,Sat Oct 06 12:34:30 +0000 2018,0.0,0.947,0.053,".@SenCapito: “I don’t want to give up anybody’s right to yell at me or tell me what they think, cause that’s the wa… https://t.co/h56AbEr7lA",37,@FoxNews
0.0,Sat Oct 06 12:30:23 +0000 2018,0.0,1.0,0.0,".@SenCapito: “When it comes right down to it, the fairness aspect of what we’ve seen moving forward, is why I think… https://t.co/fLNKkvHn4h",38,@FoxNews
0.0,Sat Oct 06 12:27:00 +0000 2018,0.0,1.0,0.0,Senate Expected to Confirm Kavanaugh Today; @ChadPergram reports https://t.co/0JvZx8ncZT,39,@FoxNews
-0.4588,Sat Oct 06 12:25:06 +0000 2018,0.168,0.765,0.066,'Jersey Shore' star Mike 'The Situation' Sorrentino speaks out following 8-month prison sentence for tax evasion https://t.co/lWkNpvX14X,40,@FoxNews
0.5256,Sat Oct 06 12:21:01 +0000 2018,0.0,0.816,0.184,".@mercedesschlapp: “I’m incredibly proud of working with this president, who has stood by Judge Kavanaugh.” https://t.co/hf5JqeQhlB",41,@FoxNews
0.4678,Sat Oct 06 12:18:28 +0000 2018,0.0,0.816,0.184,".@mercedesschlapp: “It’s such a huge win for the president, but not only for the president, but for the nation, for… https://t.co/r8b8M5vFdF",42,@FoxNews
0.0,Sat Oct 06 12:14:30 +0000 2018,0.0,1.0,0.0,".@mercedesschlapp: “President Trump stood by Brett Kavanaugh throughout this whole process, I don’t know if any oth… https://t.co/C2UzLmOSTu",43,@FoxNews
0.4939,Sat Oct 06 12:11:14 +0000 2018,0.0,0.789,0.211,".@mercedesschlapp: “Clearly for Senator Collins, this was a moment of courage for her.” https://t.co/ygfDs0TZhb",44,@FoxNews
0.0,Sat Oct 06 12:03:06 +0000 2018,0.0,1.0,0.0,Senate Expected to Confirm Kavanaugh Today https://t.co/Mjv28AAvHR,45,@FoxNews
0.4404,Sat Oct 06 11:58:45 +0000 2018,0.0,0.868,0.132,.@cindyhydesmith: “We just wanted Susan Collins to know that we were close to her and we were supporting her.” https://t.co/WzwE3wO9Fl,46,@FoxNews
0.5994,Sat Oct 06 11:55:00 +0000 2018,0.0,0.766,0.234,TODAY: Watch special coverage of the Kavanaugh confirmation vote on Fox News Channel. Join hosts @BillHemmer and… https://t.co/7HpLCcLnFq,47,@FoxNews
0.3182,Sat Oct 06 11:52:36 +0000 2018,0.0,0.897,0.103,".@kayleighmcenany: “For the first time, you will have a court that respects the rule of law and the place of Congre… https://t.co/NyOusuw2kd",48,@FoxNews
0.0,Sat Oct 06 11:42:30 +0000 2018,0.0,1.0,0.0,".@TheWorldsFrates: “Senators Joe Manchin, Collins and Flake, what they have signaled to America is that we adhere t… https://t.co/iTxNuoBEdd",49,@FoxNews
-0.0258,Sat Oct 06 11:39:23 +0000 2018,0.106,0.793,0.101,".@RochelleRitchie: “I think it is fair to say that there was, unfortunately, not enough tangible evidence to hold K… https://t.co/EzidJOylUh",50,@FoxNews
0.0,Sat Oct 06 11:28:24 +0000 2018,0.0,1.0,0.0,.@FLOTUS Lands in Egypt https://t.co/TfJ8Xndpol,51,@FoxNews
-0.6705,Sat Oct 06 11:15:00 +0000 2018,0.355,0.645,0.0,'Murphy Brown' makes real Sarah Sanders a target of fake reporter's rant https://t.co/YDhtrxTuuX,52,@FoxNews
0.0,Sat Oct 06 11:10:00 +0000 2018,0.0,1.0,0.0,Here comes the judge: Autonomous cop car is a mobile courthouse https://t.co/5XbvCatn69,53,@FoxNews
0.5965,Sat Oct 06 11:01:00 +0000 2018,0.0,0.739,0.261,A Kavanaugh confirmation would likely pave way for a more conservative Supreme Court https://t.co/bkvI3nbmZ1,54,@FoxNews
0.1779,Sat Oct 06 10:55:00 +0000 2018,0.0,0.866,0.134,"Robert Mueller's team begins seizing Manafort's assets, including Trump Tower condo https://t.co/ydMQyTzfnw",55,@FoxNews
0.6369,Sat Oct 06 10:50:00 +0000 2018,0.0,0.755,0.245,"Jim McLaughlin: “They’re seeing the radicalization of the Democratic Party, and they don’t like it. Those pictures… https://t.co/8lVlm9R47u",56,@FoxNews
0.0,Sat Oct 06 10:45:02 +0000 2018,0.0,1.0,0.0,Jim McLaughlin on @Sen_JoeManchin: “It was all about political survival for him.” @foxandfriends… https://t.co/fhbYtAyHqq,57,@FoxNews
0.5574,Sat Oct 06 10:41:29 +0000 2018,0.0,0.806,0.194,U.S. Senators make remarks about the nomination of Judge Brett Kavanaugh to the Supreme Court.… https://t.co/3oJPwha6I5,58,@FoxNews
0.0,Sat Oct 06 10:40:00 +0000 2018,0.0,1.0,0.0,Senate expected to confirm Kavanaugh today @foxandfriends https://t.co/2psN84CsKW,59,@FoxNews
-0.9118,Sat Oct 06 10:38:00 +0000 2018,0.558,0.442,0.0,"Violent fight over cocaine led to ex-Playboy model's strangulation death, suspect told police https://t.co/KqgKiRzDFe",60,@FoxNews
0.4391,Sat Oct 06 10:33:41 +0000 2018,0.0,0.855,0.145,Andrea Bottner on @SenatorCollins: “She is one of the most thoughtful and well-reasoned and bipartisan working sena… https://t.co/yVOqLy15rz,61,@FoxNews
0.3612,Sat Oct 06 10:30:00 +0000 2018,0.0,0.878,0.122,".@LindseyGrahamSC: ""One thing I like about @SenatorCollins: If you think you can change her mind by yelling at her… https://t.co/jcsGrNR1NI",62,@FoxNews
-0.2732,Sat Oct 06 10:22:00 +0000 2018,0.149,0.851,0.0,Oklahoma man faces charges for shooting deer hours before hunting season starts https://t.co/pEmaePLsV4,63,@FoxNews
0.4215,Sat Oct 06 10:15:00 +0000 2018,0.0,0.859,0.141,".@LindseyGrahamSC on Senator Collins' Kavanaugh remarks: ""I think she saved the Senate and the judiciary from slidi… https://t.co/8dDiGTBoSV",64,@FoxNews
-0.25,Sat Oct 06 10:07:00 +0000 2018,0.105,0.895,0.0,Debra Messing says she would rather be stuck in an elevator with Donald Trump than Susan Sarandon https://t.co/fedtYveJ2l,65,@FoxNews
0.4404,Sat Oct 06 10:00:00 +0000 2018,0.0,0.884,0.116,".@senatemajldr on Kavanaugh vote: ""We had to move on this. This was not going to get any better if we didn't vote."" https://t.co/0tXmCfvZn8",66,@FoxNews
-0.7845,Sat Oct 06 09:52:00 +0000 2018,0.365,0.635,0.0,Judge OKs death penalty for 'human monster' linked to slayings of 5 California women https://t.co/99XH3MAyd6,67,@FoxNews
-0.3875,Sat Oct 06 09:45:00 +0000 2018,0.141,0.859,0.0,".@seanhannity on Kavanaugh nomination: ""I don't care if you're a Republican or Democrat, liberal or conservative. W… https://t.co/u1YUg84K5L",68,@FoxNews
0.0,Sat Oct 06 09:38:00 +0000 2018,0.0,1.0,0.0,NBC station fires reporter for wearing MAGA hat while covering @realDonaldTrump rally https://t.co/7WiqYeog2a,69,@FoxNews
-0.25,Sat Oct 06 09:30:00 +0000 2018,0.109,0.833,0.057,".@SenatorCollins on Kavanaugh nomination: ""I do not believe that these charges can fairly prevent Judge Kavanaugh f… https://t.co/d7bkOYcsMF",70,@FoxNews
0.0,Sat Oct 06 09:22:00 +0000 2018,0.0,1.0,0.0,"RACCOONS VS. SPRINKLER: The Greenwood Wildlife Rehabilitation Center in Boulder, Colorado, released this video of r… https://t.co/0JU5abkYs3",71,@FoxNews
0.2263,Sat Oct 06 09:15:00 +0000 2018,0.108,0.739,0.153,".@SenJohnKennedy: ""There are no winners I'll bet you...this time tomorrow night Judge Kavanaugh...he won't feel lik… https://t.co/9wl7VMir0K",72,@FoxNews
-0.2263,Sat Oct 06 09:07:00 +0000 2018,0.147,0.853,0.0,"La Croix contains same ingredient found in cockroach insecticide, lawsuit claims https://t.co/gZnkEHIRIb",73,@FoxNews
-0.5733,Sat Oct 06 09:00:01 +0000 2018,0.239,0.761,0.0,".@JesseBWatters on Kavanaugh testimony: ""Democrats don't like the fact that he cried, because that emotion propelle… https://t.co/mpzylGYM0N",74,@FoxNews
